CGC2.1.t1	CGC2.1
CGC2.16544.t1	CGC2.16544
CGC2.16545.t1	CBG22629
CGC2.16546.t1	CBG22630
CGC2.16547.t1	fbxa-114
CGC2.16548.t1	srz-1
CGC2.16549.t1	CGC2.16549
CGC2.16550.t1	CGC2.16550
CGC2.16551.t1	CGC2.16551
CGC2.16552.t1	CGC2.16552
CGC2.16553.t1	CBG22641
CGC2.16554.t1	T16H12.2
CGC2.16555.t1	CGC2.16555
CGC2.16556.t1	T10C6.6
CGC2.16556.t2	T10C6.6
CGC2.16557.t1	cwc-15
CGC2.16558.t1	srx-44
CGC2.16558.t2	srx-44
CGC2.16559.t1	srx-43
CGC2.16560.t1	CGC2.16560
CGC2.16561.t1	str-233
CGC2.16562.t1	fbxb-103
CGC2.16563.t1	CGC2.16563
CGC2.16564.t1	CGC2.16564
CGC2.16565.t1	CBG22653
CGC2.16566.t1	CBG22654
CGC2.16567.t1	CGC2.16567
CGC2.16568.t1	CGC2.16568
CGC2.16569.t1	str-231
CGC2.16569.t2	str-231
CGC2.16570.t1	CBG22657
CGC2.16571.t1	CBG17064
CGC2.16572.t1	CBG27274
CGC2.16573.t1	CBG17066
CGC2.16574.t1	CBG17067
CGC2.16575.t1	CBG17068
CGC2.16576.t1	CBG17069
CGC2.16577.t1	CGC2.16577
CGC2.16578.t1	CGC2.16578
CGC2.16579.t1	nhr-63
CGC2.16580.t1	nhr-50
CGC2.16580.t2	nhr-50
CGC2.16581.t1	CGC2.16581
CGC2.16582.t1	CBG17075
CGC2.16583.t1	CGC2.16583
CGC2.16584.t1	CBG27272
CGC2.16585.t1	CGC2.16585
CGC2.16586.t1	CGC2.16586
CGC2.16587.t1	nhr-112
CGC2.16588.t1	CGC2.16588
CGC2.16589.t1	CBG27271
CGC2.16589.t2	CBG27271
CGC2.16590.t1	clec-157.1
CGC2.16591.t1	clec-157.2
CGC2.16592.t1	CGC2.16592
CGC2.16593.t1	CGC2.16593
CGC2.16594.t1	CBG17090
CGC2.16595.t1	CBG17091
CGC2.16596.t2	CBG17092
CGC2.16596.t1	CBG17092
CGC2.16597.t1	CBG17094
CGC2.16598.t1	CGC2.16598
CGC2.16599.t1	CBG17096
CGC2.16600.t1	CBG17101
CGC2.16601.t1	CGC2.16601
CGC2.16602.t1	CGC2.16602
CGC2.16602.t2	CGC2.16602
CGC2.16602.t3	CGC2.16602
CGC2.16603.t1	dkf-2
CGC2.16604.t1	T25E12.16
CGC2.16605.t1	CBG17108b
CGC2.16606.t1	CBG17109
CGC2.16607.t1	immt-2
CGC2.16608.t2	phy-3
CGC2.16609.t1	tni-3
CGC2.16608.t1	phy-3
CGC2.16610.t1	F13A7.7.1
CGC2.16611.t1	ung-1.1
CGC2.16612.t1	CGC2.16612
CGC2.16613.t1	T20B3.14
CGC2.16614.t1	T20B3.1
CGC2.16615.t1	cand-1
CGC2.16616.t1	ctps-1
CGC2.16617.t1	pus-1
CGC2.16618.t1	CBG23898
CGC2.16619.t1	CGC2.16619
CGC2.16620.t1	CBG23695a
CGC2.16620.t2	CBG23695a
CGC2.16621.t1	CBG26686
CGC2.16622.t1	CBG31092
CGC2.16623.t1	CBG31091
CGC2.16624.t1	CBG31090
CGC2.16625.t1	CBG31089
CGC2.16626.t1	CBG24096
CGC2.16627.t1	CBG31088
CGC2.16628.t1	CBG31087
CGC2.16629.t1	CBG24097
CGC2.16630.t2	aat-2.2
CGC2.16630.t1	aat-2.2
CGC2.16631.t1	CBG24099b
CGC2.16632.t1	CGC2.16632
CGC2.16633.t1	CBG31150
CGC2.16634.t1	CGC2.16634
CGC2.16634.t2	CGC2.16634
CGC2.16635.t1	F57A10.4.1
CGC2.16636.t1	CBG26687
CGC2.16637.t1	CGC2.16637
CGC2.16638.t1	F57A10.2
CGC2.16639.t1	CBG03695
CGC2.16640.t1	CGC2.16640
CGC2.16641.t1	CGC2.16641
CGC2.16642.t1	CBG23987
CGC2.16643.t1	gadr-2
CGC2.16644.t1	haf-3
CGC2.16645.t1	CBG27289a
CGC2.16645.t2	CBG27289a
CGC2.16646.t1	CBG23983
CGC2.16647.t1	CBG23982
CGC2.16648.t1	CBG23981
CGC2.16649.t1	CBG27288
CGC2.16650.t1	CBG30564
CGC2.16651.t1	fbxa-206.2
CGC2.16652.t1	fbxa-206.1
CGC2.16652.t2	fbxa-206.1
CGC2.16653.t1	C08A9.3
CGC2.16654.t1	CGC2.16654
CGC2.16655.t1	CGC2.16655
CGC2.16656.t1	numr-1
CGC2.16657.t1	Y32B12B.2
CGC2.16658.t1	Y32B12B.1
CGC2.16659.t1	Y25C1A.14
CGC2.16660.t1	CGC2.16660
CGC2.16661.t1	CBG24648
CGC2.16661.t2	CBG24648
CGC2.16662.t1	CGC2.16662
CGC2.16663.t1	CGC2.16663
CGC2.16663.t2	CGC2.16663
CGC2.16664.t1	CGC2.16664
CGC2.16665.t1	CBG26729
CGC2.16666.t1	CBG26731
CGC2.16667.t1	CBG26732
CGC2.16668.t1	CGC2.16668
CGC2.16669.t1	rocf-1
CGC2.16670.t1	pqn-71.1
CGC2.16671.t1	dpf-1
CGC2.16672.t1	CBG24662
CGC2.16673.t1	CBG24663
CGC2.16674.t1	CBG24664
CGC2.16675.t1	CGC2.16675
CGC2.16676.t1	CGC2.16676
CGC2.16677.t1	CBG24308
CGC2.16678.t1	CBG24307
CGC2.16679.t1	F46A9.1
CGC2.16680.t1	Y18D10A.21
CGC2.16681.t1	CBG26704
CGC2.16682.t1	CBG24302
CGC2.16682.t2	CBG24302
CGC2.16683.t1	sqst-5
CGC2.16684.t1	CBG24797
CGC2.16685.t1	CGC2.16685
CGC2.16686.t1	CBG24795
CGC2.16686.t2	CBG24795
CGC2.16686.t3	CBG24795
CGC2.16687.t1	srxa-7
CGC2.16688.t1	CGC2.16688
CGC2.16689.t1	CGC2.16689
CGC2.16690.t1	CBG24406
CGC2.16691.t1	CBG24404
CGC2.16692.t1	CGC2.16692
CGC2.16693.t1	oac-6
CGC2.16694.t1	CGC2.16694
CGC2.16695.t1	CGC2.16695
CGC2.16696.t1	F28G4.4
CGC2.16697.t1	cyp-37B1
CGC2.16698.t1	str-183
CGC2.16699.t1	nhr-218
CGC2.16699.t2	nhr-218
CGC2.16700.t1	oac-20
CGC2.16701.t1	T13F3.6
CGC2.16702.t1	T13F3.7
CGC2.16703.t1	bgnt-1.3
CGC2.16704.t1	CGC2.16704
CGC2.16705.t1	CBG27280
CGC2.16706.t1	bgnt-1.2
CGC2.16707.t1	CGC2.16707
CGC2.16708.t1	E02C12.6.3
CGC2.16709.t1	sqst-3
CGC2.16710.t1	CGC2.16710
CGC2.16711.t1	CGC2.16711
CGC2.16712.t1	srh-277.1
CGC2.16713.t1	CBG15898b
CGC2.16714.t1	CBG15899
CGC2.16715.t1	CBG15904
CGC2.16716.t1	C29F3.7
CGC2.16717.t1	CGC2.16717
CGC2.16718.t1	CGC2.16718
CGC2.16719.t1	CGC2.16719
CGC2.16720.t1	CBG15090
CGC2.16721.t1	CGC2.16721
CGC2.16721.t2	CGC2.16721
CGC2.16721.t3	CGC2.16721
CGC2.16722.t1	CGC2.16722
CGC2.16723.t1	CGC2.16723
CGC2.16724.t1	nas-24
CGC2.16725.t1	CBG15916
CGC2.16726.t1	CGC2.16726
CGC2.16726.t2	CGC2.16726
CGC2.16727.t1	CBG15919
CGC2.16728.t1	CBG27284
CGC2.16729.t1	CBG22915
CGC2.16730.t1	CGC2.16730
CGC2.16731.t1	CGC2.16731
CGC2.16732.t1	CGC2.16732
CGC2.16733.t1	CBG22913
CGC2.16734.t1	CGC2.16734
CGC2.16735.t1	CBG22911
CGC2.16736.t1	CBG22910
CGC2.16737.t1	CGC2.16737
CGC2.16738.t1	nhr-60
CGC2.16739.t1	nhr-283
CGC2.16740.t1	str-230
CGC2.16741.t1	CGC2.16741
CGC2.16742.t1	CBG22901b
CGC2.16743.t1	CBG27303
CGC2.16744.t1	CBG27301
CGC2.16745.t1	CBG27300
CGC2.16746.t1	CBG27299b
CGC2.16747.t1	CBG27298
CGC2.16748.t1	CBG27297
CGC2.16749.t1	CBG27296
CGC2.16750.t1	CBG27295
CGC2.16751.t1	CBG27294
CGC2.16752.t1	F13A7.14
CGC2.16753.t1	CGC2.16753
CGC2.16754.t1	CBG22888
CGC2.16755.t1	CBG22887
CGC2.16756.t1	CGC2.16756
CGC2.16757.t1	CGC2.16757
CGC2.16758.t1	nhr-84
CGC2.16759.t1	nhr-102.2
CGC2.16760.t1	nhr-102.1
CGC2.16761.t1	CBG22871
CGC2.16762.t1	CGC2.16762
CGC2.16763.t1	CBG22882
CGC2.16764.t1	CBG22881
CGC2.16765.t1	CBG22880
CGC2.16766.t1	CBG22867
CGC2.16767.t1	CBG22877
CGC2.16768.t1	CGC2.16768
CGC2.16769.t1	CBG22860
CGC2.16770.t1	CBG22859
CGC2.16771.t1	CBG22858
CGC2.16772.t1	CBG22857
CGC2.16773.t1	CBG22856
CGC2.16774.t1	CGC2.16774
CGC2.16775.t1	gst-38
CGC2.16776.t1	T06C12.14
CGC2.16777.t1	CGC2.16777
CGC2.16778.t1	CGC2.16778
CGC2.16779.t1	cdr-1.1
CGC2.16780.t1	cdr-1.2
CGC2.16781.t1	CBG22843
CGC2.16782.t1	CBG22842
CGC2.16783.t1	CGC2.16783
CGC2.16784.t1	nhr-108
CGC2.16785.t1	sor-3
CGC2.16786.t1	CGC2.16786
CGC2.16787.t1	CGC2.16787
CGC2.16788.t1	cyp-35D1
CGC2.16789.t1	CBG22830
CGC2.16790.t1	CGC2.16790
CGC2.16791.t1	srw-87
CGC2.16792.t1	CBG22835
CGC2.16793.t1	CGC2.16793
CGC2.16793.t2	CGC2.16793
CGC2.16794.t1	CBG24326
CGC2.16794.t2	CBG24326
CGC2.16795.t1	CBG24327b
CGC2.16796.t1	CBG29771
CGC2.16797.t1	CBG29770
CGC2.16798.t1	W08G11.1
CGC2.16799.t1	CGC2.16799
CGC2.16800.t1	F13A7.1
CGC2.16801.t1	pptr-1
CGC2.16801.t2	pptr-1
CGC2.16802.t1	W08G11.3
CGC2.16803.t1	srv-34
CGC2.16803.t2	srv-34
CGC2.16804.t1	CGC2.16804
CGC2.16805.t1	CBG27291
CGC2.16806.t1	CBG31229
CGC2.16807.t1	CBG22818
CGC2.16807.t2	CBG22818
CGC2.16808.t1	CBG22820
CGC2.16809.t1	CBG22821
CGC2.16810.t1	CGC2.16810
CGC2.16811.t1	CGC2.16811
CGC2.16812.t1	CGC2.16812
CGC2.16813.t1	CGC2.16813
CGC2.16814.t1	CGC2.16814
CGC2.16815.t1	CGC2.16815
CGC2.16815.t2	CGC2.16815
CGC2.16815.t3	CGC2.16815
CGC2.16816.t1	CBG26722
CGC2.16817.t1	CGC2.16817
CGC2.16817.t2	CGC2.16817
CGC2.16818.t1	CGC2.16818
CGC2.16818.t2	CGC2.16818
CGC2.16818.t3	CGC2.16818
CGC2.16819.t1	srh-277.2
CGC2.16820.t1	CGC2.16820
CGC2.16821.t1	CGC2.16821
CGC2.16822.t1	CBG23689
CGC2.16823.t1	CGC2.16823
CGC2.16824.t1	CGC2.16824
CGC2.16825.t1	CGC2.16825
CGC2.16826.t1	CGC2.16826
CGC2.16827.t1	CGC2.16827
CGC2.16828.t1	CGC2.16828
CGC2.16829.t1	CBG23691
CGC2.16830.t1	CGC2.16830
CGC2.16831.t1	CGC2.16831
CGC2.16832.t1	CGC2.16832
CGC2.16833.t1	CGC2.16833
CGC2.16834.t1	CGC2.16834
CGC2.16835.t1	CGC2.16835
CGC2.16836.t1	CGC2.16836
CGC2.16837.t1	CGC2.16837
CGC2.16838.t3	srz-12
CGC2.16838.t1	srz-12
CGC2.16838.t2	srz-12
CGC2.16839.t1	CBG18670
CGC2.16840.t1	CBG18669
CGC2.16840.t2	CBG18669
CGC2.16840.t3	CBG18669
CGC2.16841.t1	CBG18667
CGC2.16842.t1	CBG18668
CGC2.16842.t2	CBG18668
CGC2.16843.t1	CBG27311
CGC2.16844.t1	CBG18663a
CGC2.16844.t2	CBG18663a
CGC2.16845.t1	CBG22564
CGC2.16846.t1	CGC2.16846
CGC2.16847.t1	CBG22562
CGC2.16848.t1	CGC2.16848
CGC2.16849.t1	CBG26758
CGC2.16850.t1	cpr-3.3
CGC2.16851.t1	CGC2.16851
CGC2.16852.t1	CGC2.16852
CGC2.16853.t1	CBG18652
CGC2.16854.t1	CGC2.16854
CGC2.16855.t1	CBG18657b
CGC2.16856.t1	CBG18650
CGC2.16857.t1	CGC2.16857
CGC2.16858.t1	srw-17
CGC2.16859.t1	CGC2.16859
CGC2.16860.t1	CGC2.16860
CGC2.16861.t1	CGC2.16861
CGC2.16862.t1	CGC2.16862
CGC2.16863.t1	cyp-34A2
CGC2.16864.t1	cpr-3.1
CGC2.16865.t1	fbxa-142.3
CGC2.16865.t2	fbxa-142.3
CGC2.16866.t1	fbxa-142.1
CGC2.16867.t1	C31G12.4
CGC2.16868.t1	CGC2.16868
CGC2.16869.t1	CGC2.16869
CGC2.16870.t2	CGC2.16870
CGC2.16870.t1	CGC2.16870
CGC2.16871.t1	CGC2.16871
CGC2.16872.t1	CGC2.16872
CGC2.16873.t1	fbxa-206.3
CGC2.16874.t1	CBG27307
CGC2.16875.t1	CBG18608
CGC2.16876.t1	CGC2.16876
CGC2.16877.t1	F21A3.11.1
CGC2.16878.t1	F21A3.4.1
CGC2.16879.t1	CBG18604
CGC2.16880.t1	prde-1
CGC2.16881.t1	lsm-5
CGC2.16882.t1	mdt-28
CGC2.16883.t1	atx-3
CGC2.16884.t1	efl-1
CGC2.16885.t1	acs-2
CGC2.16886.t1	CGC2.16886
CGC2.16887.t1	acr-18
CGC2.16888.t1	glb-14
CGC2.16889.t1	F21A3.4.2
CGC2.16890.t1	F21A3.11.2
CGC2.16891.t1	CBG18590
CGC2.16892.t1	F21A3.2
CGC2.16893.t1	CGC2.16893
CGC2.16894.t1	ucr-2.3
CGC2.16895.t1	rpl-38
CGC2.16896.t1	F21A3.3
CGC2.16896.t2	F21A3.3
CGC2.16897.t1	lgc-31
CGC2.16898.t1	C06B8.7
CGC2.16898.t2	C06B8.7
CGC2.16899.t1	cyn-7
CGC2.16899.t2	cyn-7
CGC2.16900.t1	Y75B12B.11
CGC2.16901.t1	CBG31317
CGC2.16902.t1	fbxa-142.4
CGC2.16903.t1	fbxa-142.2
CGC2.16904.t1	srw-1
CGC2.16904.t2	srw-1
CGC2.16905.t2	plc-2
CGC2.16906.t1	CBG18565
CGC2.16907.t1	CBG30904
CGC2.16908.t1	CBG18564
CGC2.16905.t1	plc-2
CGC2.16909.t1	CBG18561
CGC2.16909.t2	CBG18561
CGC2.16910.t1	CGC2.16910
CGC2.16911.t1	rab-11.1.1
CGC2.16912.t1	CGC2.16912
CGC2.16913.t1	CGC2.16913
CGC2.16914.t1	CBG23559
CGC2.16915.t1	CBG23560
CGC2.16916.t1	CBG18558b
CGC2.16917.t1	CGC2.16917
CGC2.16918.t1	CGC2.16918
CGC2.16919.t1	T07F8.1
CGC2.16920.t1	CGC2.16920
CGC2.16921.t1	CBG23805
CGC2.16922.t1	CBG30569
CGC2.16923.t1	CBG17800
CGC2.16924.t1	CGC2.16924
CGC2.16925.t1	CGC2.16925
CGC2.16926.t1	CBG17806
CGC2.16927.t1	F16B12.6
CGC2.16928.t1	F53H2.3
CGC2.16928.t2	F53H2.3
CGC2.16929.t1	CGC2.16929
CGC2.16930.t1	CGC2.16930
CGC2.16931.t1	CGC2.16931
CGC2.16932.t1	CBG17832
CGC2.16933.t1	fce-2
CGC2.16933.t2	fce-2
CGC2.16934.t1	CBG17838
CGC2.16935.t1	clec-50
CGC2.16936.t1	T20F7.1
CGC2.16937.t1	CBG17841
CGC2.16938.t1	CBG17842
CGC2.16939.t1	CGC2.16939
CGC2.16940.t1	CBG17844
CGC2.16941.t1	CBG30570
CGC2.16942.t1	CGC2.16942
CGC2.16942.t2	CGC2.16942
CGC2.16943.t1	CGC2.16943
CGC2.16944.t1	C08E8.10
CGC2.16945.t1	C08E8.3
CGC2.16946.t1	B0462.4
CGC2.16947.t1	CGC2.16947
CGC2.16948.t1	CBG24803a
CGC2.16949.t1	CBG24802
CGC2.16950.t1	CBG24526
CGC2.16951.t1	CBG24525
CGC2.16952.t1	CGC2.16952
CGC2.16953.t1	CBG24522
CGC2.16954.t1	fars-2
CGC2.16954.t2	fars-2
CGC2.16955.t1	gly-4
CGC2.16955.t2	gly-4
CGC2.16956.t1	tmed-4
CGC2.16957.t1	dhs-24
CGC2.16958.t1	algn-7
CGC2.16959.t1	chk-2
CGC2.16959.t2	chk-2
CGC2.16960.t1	Y60A3A.19
CGC2.16961.t1	CBG20514
CGC2.16961.t2	CBG20514
CGC2.16962.t1	Y60A3A.8
CGC2.16963.t2	CGC2.16963
CGC2.16963.t1	CGC2.16963
CGC2.16964.t1	cpg-23
CGC2.16965.t1	Y39B6A.7
CGC2.16966.t1	bed-1
CGC2.16966.t2	bed-1
CGC2.16967.t1	dyf-17
CGC2.16968.t1	CBG30673
CGC2.16969.t1	Y39B6A.9
CGC2.16970.t1	pph-5
CGC2.16971.t1	Y39B6A.3
CGC2.16971.t2	Y39B6A.3
CGC2.16972.t1	C16A11.10
CGC2.16973.t1	CGC2.16973
CGC2.16974.t2	hot-2
CGC2.16974.t1	hot-2
CGC2.16975.t1	Y39B6A.5
CGC2.16975.t2	Y39B6A.5
CGC2.16976.t1	tsp-13
CGC2.16977.t1	CGC2.16977
CGC2.16978.t2	Y39B6A.10.2
CGC2.16978.t1	Y39B6A.10.2
CGC2.16979.t1	Y39B6A.1
CGC2.16979.t2	Y39B6A.1
CGC2.16980.t1	nhr-79
CGC2.16981.t1	CBG20543b
CGC2.16982.t1	CBG26663
CGC2.16983.t1	srr-2
CGC2.16984.t1	ZK228.3
CGC2.16985.t1	ZK262.2
CGC2.16986.t1	Y51A2B.4
CGC2.16986.t2	Y51A2B.4
CGC2.16987.t1	C08E8.4
CGC2.16988.t1	CBG24356
CGC2.16989.t1	CBG26710
CGC2.16990.t1	Y51A2B.8
CGC2.16991.t2	CBG30579
CGC2.16991.t1	CBG30579
CGC2.16992.t1	Y39B6A.34.1
CGC2.16993.t1	tgt-2
CGC2.16994.t1	gtf-2F2
CGC2.16995.t1	Y39B6A.37
CGC2.16995.t2	Y39B6A.37
CGC2.16996.t1	reps-1
CGC2.16997.t1	C30G7.3
CGC2.16998.t1	nhr-243
CGC2.16999.t1	nhr-65
CGC2.17000.t1	nhr-230
CGC2.17001.t1	Y39B6A.34.2
CGC2.17002.t1	Y39B6A.33
CGC2.17003.t1	sws-1
CGC2.17004.t1	mrps-35
CGC2.17005.t1	Y39B6A.41
CGC2.17006.t1	Y39B6A.42
CGC2.17007.t1	Y39B6A.43
CGC2.17008.t1	ztf-20
CGC2.17009.t1	hrg-10
CGC2.17010.t1	emb-4
CGC2.17011.t1	ceh-81
CGC2.17012.t1	ceh-51
CGC2.17013.t1	wars-1
CGC2.17014.t1	nlp-42
CGC2.17015.t1	ptr-22
CGC2.17016.t1	cyp-42A1
CGC2.17017.t1	Y39B6A.27.1
CGC2.17018.t1	Y39B6A.25
CGC2.17019.t1	twk-46
CGC2.17019.t2	twk-46
CGC2.17020.t1	CGC2.17020
CGC2.17021.t1	asp-1.2
CGC2.17022.t1	asp-1.3
CGC2.17023.t1	Y39B6A.27.2
CGC2.17024.t1	CGC2.17024
CGC2.17025.t1	Y39B6A.29
CGC2.17025.t2	Y39B6A.29
CGC2.17026.t1	CBG24831
CGC2.17027.t1	zhp-4
CGC2.17028.t1	pro-3
CGC2.17029.t1	Y39B6A.13
CGC2.17030.t1	nhr-145
CGC2.17030.t2	nhr-145
CGC2.17031.t1	nhr-95
CGC2.17032.t1	Y17D7B.3
CGC2.17033.t1	mrp-7
CGC2.17034.t1	Y43F8C.13
CGC2.17035.t1	CGC2.17035
CGC2.17036.t1	CBG23575
CGC2.17037.t1	CGC2.17037
CGC2.17038.t1	CBG24625
CGC2.17039.t1	CBG24626
CGC2.17040.t1	Y116F11A.6
CGC2.17041.t1	CGC2.17041
CGC2.17042.t1	Y116F11A.3
CGC2.17043.t1	cutl-4
CGC2.17044.t1	twk-42
CGC2.17045.t1	fat-5
CGC2.17046.t1	CBG24634
CGC2.17047.t1	unc-51
CGC2.17048.t1	CBG24636
CGC2.17049.t1	Y60A3A.23
CGC2.17050.t1	Y60A3A.21
CGC2.17051.t1	lgc-55
CGC2.17052.t1	Y113G7A.16
CGC2.17053.t1	spe-19
CGC2.17054.t1	ttx-1
CGC2.17054.t2	ttx-1
CGC2.17055.t1	fre-1
CGC2.17056.t1	dcs-1
CGC2.17057.t1	ssu-1
CGC2.17057.t2	ssu-1
CGC2.17058.t1	Y113G7A.14
CGC2.17059.t1	ZC15.5
CGC2.17060.t1	mlt-4
CGC2.17061.t1	CBG27316
CGC2.17062.t1	Y51A2D.8
CGC2.17063.t1	ints-5
CGC2.17064.t1	Y51A2D.18
CGC2.17065.t1	slo-1
CGC2.17065.t2	slo-1
CGC2.17066.t1	CBG12922
CGC2.17067.t1	hmit-1.1
CGC2.17068.t1	hmit-1.2
CGC2.17069.t1	sec-23
CGC2.17070.t1	nlp-69
CGC2.17071.t1	ncx-1
CGC2.17072.t1	CGC2.17072
CGC2.17073.t1	CBG27315
CGC2.17074.t1	sld-5
CGC2.17075.t1	swsn-1
CGC2.17076.t1	mdt-17
CGC2.17076.t2	mdt-17
CGC2.17076.t3	mdt-17
CGC2.17076.t4	mdt-17
CGC2.17077.t1	prmt-1
CGC2.17078.t1	cdkr-3
CGC2.17079.t1	pqn-94
CGC2.17080.t1	CGC2.17080
CGC2.17081.t1	Y113G7B.15
CGC2.17082.t1	ttr-24
CGC2.17083.t2	ttr-26
CGC2.17083.t1	ttr-26
CGC2.17084.t1	grdn-1
CGC2.17085.t1	nhr-70
CGC2.17086.t1	Y51A2D.21
CGC2.17087.t1	C54E10.6
CGC2.17088.t1	CGC2.17088
CGC2.17089.t1	nhr-170.1
CGC2.17089.t3	nhr-170.1
CGC2.17089.t2	nhr-170.1
CGC2.17090.t1	nhr-170.2
CGC2.17090.t2	nhr-170.2
CGC2.17091.t1	CBG20725
CGC2.17092.t1	CBG20724
CGC2.17093.t1	CBG20723
CGC2.17094.t1	rgs-2
CGC2.17095.t1	CBG25668
CGC2.17096.t1	CBG25669
CGC2.17097.t1	F07C4.6.2
CGC2.17098.t1	ubc-19
CGC2.17099.t1	Y69H2.7
CGC2.17099.t2	Y69H2.7
CGC2.17100.t1	Y69H2.17
CGC2.17100.t2	Y69H2.17
CGC2.17101.t1	col-42
CGC2.17102.t1	Y69H2.10
CGC2.17103.t1	CBG20711
CGC2.17104.t1	CBG31043
CGC2.17105.t1	CBG20710
CGC2.17106.t1	CGC2.17106
CGC2.17107.t1	CGC2.17107
CGC2.17108.t1	CBG04931
CGC2.17109.t1	CGC2.17109
CGC2.17110.t1	CBG20706
CGC2.17110.t2	CBG20706
CGC2.17111.t1	CBG20705
CGC2.17112.t1	CBG20704
CGC2.17113.t1	CBG20703
CGC2.17114.t1	Y69H2.3
CGC2.17114.t2	Y69H2.3
CGC2.17114.t3	Y69H2.3
CGC2.17114.t4	Y69H2.3
CGC2.17115.t1	egas-3
CGC2.17116.t1	Y69H2.15
CGC2.17117.t1	Y69H2.1
CGC2.17118.t1	Y51A2D.13
CGC2.17119.t1	txt-14
CGC2.17120.t1	Y44A6D.6
CGC2.17121.t1	Y44A6D.5
CGC2.17122.t1	Y44A6D.3
CGC2.17123.t1	Y44A6D.2
CGC2.17124.t1	hif-1
CGC2.17125.t1	F38A6.4
CGC2.17126.t1	F38A6.5
CGC2.17127.t1	T03D8.7
CGC2.17128.t1	CBG27318
CGC2.17128.t2	CBG27318
CGC2.17129.t1	CBG27319
CGC2.17130.t1	M162.5
CGC2.17131.t1	col-131
CGC2.17132.t1	pbo-5
CGC2.17132.t2	pbo-5
CGC2.17133.t1	ttll-9
CGC2.17134.t2	CBG05550
CGC2.17134.t1	CBG05550
CGC2.17135.t1	acs-12
CGC2.17136.t1	amx-3.1
CGC2.17136.t2	amx-3.1
CGC2.17137.t1	cyb-3
CGC2.17137.t2	cyb-3
CGC2.17138.t1	T06E6.1
CGC2.17139.t1	unc-80
CGC2.17139.t2	unc-80
CGC2.17139.t3	unc-80
CGC2.17139.t4	unc-80
CGC2.17139.t5	unc-80
CGC2.17139.t6	unc-80
CGC2.17140.t1	CBG27320
CGC2.17141.t1	F31D4.8
CGC2.17142.t1	twk-35
CGC2.17143.t1	try-4
CGC2.17144.t1	F31D4.5
CGC2.17145.t1	F31D4.9
CGC2.17146.t1	CBG27321
CGC2.17146.t2	CBG27321
CGC2.17147.t1	T03D8.6
CGC2.17148.t1	gcy-22
CGC2.17148.t2	gcy-22
CGC2.17149.t1	CGC2.17149
CGC2.17150.t1	grl-14
CGC2.17150.t2	grl-14
CGC2.17151.t1	sbt-1
CGC2.17152.t1	num-1
CGC2.17153.t1	mrps-12
CGC2.17154.t1	exos-7
CGC2.17155.t1	elp-1
CGC2.17155.t2	elp-1
CGC2.17155.t3	elp-1
CGC2.17156.t1	CGC2.17156
CGC2.17157.t1	pha-4
CGC2.17157.t2	pha-4
CGC2.17158.t1	dnj-25
CGC2.17159.t1	CGC2.17159
CGC2.17160.t1	ipla-3
CGC2.17160.t2	ipla-3
CGC2.17161.t2	nova-1
CGC2.17161.t1	nova-1
CGC2.17162.t1	Y59A8B.8
CGC2.17162.t2	Y59A8B.8
CGC2.17163.t1	usp-50
CGC2.17164.t1	calf-1
CGC2.17165.t1	rpl-2
CGC2.17166.t1	dhcr-7
CGC2.17167.t1	lon-8
CGC2.17168.t1	dct-16
CGC2.17169.t1	B0250.5
CGC2.17170.t1	prp-6
CGC2.17171.t1	ebp-1
CGC2.17172.t1	CBG30576
CGC2.17173.t1	CBG05599b
CGC2.17173.t2	CBG05599b
CGC2.17174.t1	CBG05600
CGC2.17175.t1	CBG27324
CGC2.17176.t1	CBG27325
CGC2.17176.t2	CBG27325
CGC2.17177.t1	CBG05602
CGC2.17178.t1	CBG05603
CGC2.17179.t1	CGC2.17179
CGC2.17180.t1	Y38H6C.20
CGC2.17181.t1	Y38H6C.16
CGC2.17182.t1	famh-161
CGC2.17183.t1	F26F2.8
CGC2.17184.t1	F26F2.7
CGC2.17184.t2	F26F2.7
CGC2.17184.t3	F26F2.7
CGC2.17185.t1	CGC2.17185
CGC2.17186.t1	CBG31386
CGC2.17187.t1	ttr-13
CGC2.17188.t1	col-163
CGC2.17189.t1	CGC2.17189
CGC2.17190.t1	CBG30627
CGC2.17191.t1	ttr-12
CGC2.17192.t1	CGC2.17192
CGC2.17193.t1	Y113G7B.11
CGC2.17193.t2	Y113G7B.11
CGC2.17194.t1	Y38H6A.1
CGC2.17195.t1	Y38H6A.5
CGC2.17196.t1	Y38H6A.3
CGC2.17197.t1	K02E2.1
CGC2.17198.t1	srsx-35
CGC2.17199.t1	CGC2.17199
CGC2.17200.t1	klf-2
CGC2.17201.t1	F53F8.4
CGC2.17202.t1	F53F8.7
CGC2.17203.t1	F53F8.5
CGC2.17204.t1	CBG27331
CGC2.17205.t1	F53F8.6
CGC2.17206.t1	Y44A6C.1
CGC2.17207.t1	Y43F8A.1
CGC2.17208.t1	Y44A6D.7
CGC2.17209.t1	CGC2.17209
CGC2.17210.t1	nceh-1
CGC2.17211.t1	srw-84
CGC2.17212.t1	C14B4.2
CGC2.17213.t1	mlt-11
CGC2.17213.t2	mlt-11
CGC2.17213.t3	mlt-11
CGC2.17214.t1	W01F3.2
CGC2.17215.t1	mnr-1
CGC2.17216.t1	srxa-15
CGC2.17217.t1	dpy-21
CGC2.17218.t1	gck-3
